doi,title,publication_year,cited_by_count,citation_normalized_percentile,pdf_url,open_access,source,priority,download_status
10.1016/j.jpowsour.2005.03.102,Characteristics of new-type solid polymer electrolyte controlling nano-structure,2005.0,118,0.95241861,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2010.11.070,Room temperature lithium polymer batteries based on ionic liquids,2010.0,117,0.95915619,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.201700294,A Lithium Amide‐Borohydride Solid‐State Electrolyte with Lithium‐Ion Conductivities Comparable to Liquid Electrolytes,2017.0,117,0.97489028,,False,Overall Top Citation,2,Success (API)
10.1002/eem2.12122,Bacterial Cellulose Composite Solid Polymer Electrolyte With High Tensile Strength and Lithium Dendrite Inhibition for Long Life Battery,2020.0,117,0.97237942,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eem2.12122,True,Overall Top Citation,2,Success (API)
10.1021/acsenergylett.0c01905,Processing Strategies to Improve Cell-Level Energy Density of Metal Sulfide Electrolyte-Based All-Solid-State Li Metal Batteries and Beyond,2020.0,117,0.97692977,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/anie.202014265,A Multilayer Ceramic Electrolyte for All‐Solid‐State Li Batteries,2020.0,117,0.9752761,,False,Overall Top Citation,2,Success (API)
10.1021/acsaem.8b01141,Space-Charge Layers in All-Solid-State Batteries; Important or Negligible?,2018.0,116,0.95581356,https://pubs.acs.org/doi/pdf/10.1021/acsaem.8b01141,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.8b17881,Mitigating the Interfacial Degradation in Cathodes for High-Performance Oxide-Based Solid-State Lithium Batteries,2019.0,116,0.97723252,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsenergylett.8b02542,Deposition and Confinement of Li Metal along an Artificial Lipon–Lipon Interface,2019.0,116,0.97942469,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2008.10.129,All-solid-state lithium secondary batteries with oxide-coated LiCoO2 electrode and Li2S–P2S5 electrolyte,2008.0,115,0.95157443,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.nanolett.5b02864,Systematic Effect for an Ultralong Cycle Lithium–Sulfur Battery,2015.0,115,0.98957582,,False,Overall Top Citation,2,Success (Crawling)
10.1016/j.jpowsour.2016.09.051,Oxygen vacancies in SnO2 surface coating to enhance the activation of layered Li-Rich Li1.2Mn0.54Ni0.13Co0.13O2 cathode material for Li-ion batteries,2016.0,115,0.98178484,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1021/acs.jpcc.6b10268,Li/Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub>/LiFePO<sub>4</sub> All-Solid-State Battery with Ultrathin Nanoscale Solid Electrolyte,2017.0,115,0.98190758,,False,Overall Top Citation,2,Success (Crawling)
10.1021/acs.jpcc.7b12387,Interface Instability of Fe-Stabilized Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub> versus Li Metal,2018.0,115,0.96905434,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acssuschemeng.8b04076,Solid Polymer Electrolyte Based on Polymerized Ionic Liquid for High Performance All-Solid-State Lithium-Ion Batteries,2019.0,115,0.9759854,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.9b21404,Analysis of Interfacial Effects in All-Solid-State Batteries with Thiophosphate Solid Electrolytes,2020.0,115,0.98008435,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsenergylett.0c00789,Dynamics of the Garnet/Li Interface for Dendrite-Free Solid-State Batteries,2020.0,115,0.97975947,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.xcrp.2020.100106,Electrodeposition and Mechanical Stability at Lithium-Solid Electrolyte Interface during Plating in Solid-State Batteries,2020.0,115,0.98199932,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.202002356,Tailoring the Cation Lattice for Chloride Lithium‐Ion Conductors,2020.0,115,0.9724554,,False,Overall Top Citation,2,Success (API)
10.1016/j.jpowsour.2014.02.065,Excess lithium salt functions more than compensating for lithium loss when synthesizing Li6.5La3Ta0.5Zr1.5O12 in alumina crucible,2014.0,114,0.94590939,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1021/jp506464v,Composite Polymer Electrolytes Encompassing Metal Organic Frame Works: A New Strategy for All-Solid-State Lithium Batteries,2014.0,114,0.95773043,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adfm.201102479,The Stone Age Revisited: Building a Monolithic Inorganic Lithium‐Ion Battery,2012.0,114,0.95706157,,True,Overall Top Citation,2,Success (API)
10.1021/acs.nanolett.5b04604,Atomic/Molecular Layer Deposition of Lithium Terephthalate Thin Films as High Rate Capability Li-Ion Battery Anodes,2016.0,114,0.98535675,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2017.03.126,Key parameters governing the densification of cubic-Li7La3Zr2O12 Li+ conductors,2017.0,114,0.97767515,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1039/c7ta05031c,"Revealing the relation between the structure, Li-ion conductivity and solid-state battery performance of the argyrodite Li<sub>6</sub>PS<sub>5</sub>Br solid electrolyte",2017.0,114,0.95890719,https://pubs.rsc.org/en/content/articlepdf/2017/ta/c7ta05031c,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.ssi.2019.01.007,Li1.4Al0.4Ti1.6(PO4)3 nanoparticle-reinforced solid polymer electrolytes for all-solid-state lithium batteries,2019.0,114,0.97988642,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.9b08132,Insight into the Microstructure and Ionic Conductivity of Cold Sintered NASICON Solid Electrolyte for Solid-State Batteries,2019.0,114,0.96357556,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1039/c9ta08601c,A hybrid solid electrolyte Li<sub>0.33</sub>La<sub>0.557</sub>TiO<sub>3</sub>/poly(acylonitrile) membrane infiltrated with a succinonitrile-based electrolyte for solid state lithium-ion batteries,2019.0,114,0.97025469,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aesr.202000077,Impact of Solvent Treatment of the Superionic Argyrodite Li<sub>6</sub>PS<sub>5</sub>Cl on Solid‐State Battery Performance,2021.0,114,0.98420222,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aesr.202000077,True,Overall Top Citation,2,Success (API)
10.1002/aenm.202101521,A Versatile Li<sub>6.5</sub>In<sub>0.25</sub>P<sub>0.75</sub>S<sub>5</sub>I Sulfide Electrolyte Triggered by Ultimate‐Energy Mechanical Alloying for All‐Solid‐State Lithium Metal Batteries,2021.0,114,0.98184605,,False,Overall Top Citation,2,Success (API)
10.1002/aenm.202102148,Linking the Defects to the Formation and Growth of Li Dendrite in All‐Solid‐State Batteries,2021.0,114,0.98452592,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adma.202105505,Amphipathic Binder Integrating Ultrathin and Highly Ion‐Conductive Sulfide Membrane for Cell‐Level High‐Energy‐Density All‐Solid‐State Batteries,2021.0,114,0.98413701,,True,Overall Top Citation,2,Success (API)
10.1149/2.0051513jes,Modeling the Nucleation and Growth of Li at Metal Current Collector/LiPON Interfaces,2015.0,113,0.91069194,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/nl902315u,Single Nanorod Devices for Battery Diagnostics: A Case Study on LiMn<sub>2</sub>O<sub>4</sub>,2009.0,113,0.98613477,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1149/1.2055048,Application of Solid Polymer Electrolyte to Lithium/Polypyrrole Secondary Battery System,1994.0,113,0.96834653,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1021/acs.chemmater.5b04278,“Liquid-in-Solid” and “Solid-in-Liquid” Electrolytes with High Rate Capacity and Long Cycling Life for Lithium-Ion Batteries,2016.0,113,0.9784127,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsenergylett.6b00481,Durability of the Li<sub>1+<i>x</i></sub>Ti<sub>2–<i>x</i></sub>Al<sub><i>x</i></sub>(PO<sub>4</sub>)<sub>3</sub> Solid Electrolyte in Lithium–Sulfur Batteries,2016.0,113,0.97816897,,True,Overall Top Citation,2,Success (Crawling)
10.1002/aenm.201702265,Glass‐Type Polyamorphism in Li‐Garnet Thin Film Solid State Battery Conductors,2018.0,113,0.97653904,,False,Overall Top Citation,2,Success (API)
10.1021/acsaem.9b02101,All-Solid-State Batteries Using Rationally Designed Garnet Electrolyte Frameworks,2020.0,113,0.98358949,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.nanoen.2020.104836,Li2CO3 effects: New insights into polymer/garnet electrolytes for dendrite-free solid lithium batteries,2020.0,113,0.97559602,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.chempr.2020.09.005,Creep-Enabled 3D Solid-State Lithium-Metal Battery,2020.0,113,0.97846628,http://www.cell.com/article/S2451929420304691/pdf,True,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acs.chemmater.0c03869,Kinetic versus Thermodynamic Stability of LLZO in Contact with Lithium Metal,2020.0,113,0.9789394,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.scib.2020.11.017,Unlocking solid-state conversion batteries reinforced by hierarchical microsphere stacked polymer electrolyte,2020.0,113,0.97753356,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsaem.1c00468,Synergistic Effects of Plasticizer and 3D Framework toward High-Performance Solid Polymer Electrolyte for Room-Temperature Solid-State Lithium Batteries,2021.0,113,0.98657669,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1038/s41467-021-26859-8,High dielectric barium titanate porous scaffold for efficient Li metal cycling in anode-free cells,2021.0,113,0.97914675,https://www.nature.com/articles/s41467-021-26859-8.pdf,True,Overall Top Citation,2,Success (API)
10.1038/s41467-022-32031-7,Development of quasi-solid-state anode-free high-energy lithium sulfide-based batteries,2022.0,113,0.98976807,https://www.nature.com/articles/s41467-022-32031-7.pdf,True,Overall Top Citation,2,Success (API)
10.1021/acsami.6b03070,Li-Ion Conduction and Stability of Perovskite Li<sub>3/8</sub>Sr<sub>7/16</sub>Hf<sub>1/4</sub>Ta<sub>3/4</sub>O<sub>3</sub>,2016.0,112,0.96906339,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.04.020,Polycarbonate-based polyurethane as a polymer electrolyte matrix for all-solid-state lithium batteries,2018.0,112,0.96722327,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.cej.2021.128733,Composite polymer electrolytes with uniform distribution of ionic liquid-grafted ZIF-90 nanofillers for high-performance solid-state Li batteries,2021.0,112,0.98530831,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsenergylett.1c02122,Tuning Interface Lithiophobicity for Lithium Metal Solid-State Batteries,2021.0,112,0.98486103,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1002/advs.202104841,Outside‐In Nanostructure Fabricated on LiCoO<sub>2</sub> Surface for High‐Voltage Lithium‐Ion Batteries,2022.0,112,0.98972866,,True,Overall Top Citation,2,Success (API)
10.1016/0167-2738(85)90075-x,Poly[lithium methacrylate-co-oligo(oxyethylene)methacrylate] as a solid electrolyte with high ionic conductivity,1985.0,112,0.94064423,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1149/1.3374634,Life-Prediction Methods for Lithium-Ion Batteries Derived from a Fatigue Approach,2010.0,111,0.97437968,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1016/j.jpowsour.2014.05.033,State-of-health monitoring of 18650 4S packs with a single-point impedance diagnostic,2014.0,111,0.96757531,,False,Overall Top Citation,2,Failed (Crawling Timeout or Error)
10.1002/aenm.201300456,Advanced Energy‐Storage Architectures Composed of Spinel Lithium Metal Oxide Nanocrystal on Carbon Textiles,2013.0,111,0.98833515,,False,Overall Top Citation,2,Success (API)
10.1016/j.jpowsour.2018.06.041,The influence of void space on ion transport in a composite cathode for all-solid-state batteries,2018.0,111,0.95992123,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsenergylett.9b01371,Tandem Interface and Bulk Li-Ion Transport in a Hybrid Solid Electrolyte with Microsized Active Filler,2019.0,111,0.9749713,https://pubs.acs.org/doi/pdf/10.1021/acsenergylett.9b01371,True,Overall Top Citation,2,Success (Crawling)
10.1016/j.memsci.2019.117800,MOF-derived ionic conductor enhancing polymer electrolytes with superior electrochemical performances for all solid lithium metal batteries,2020.0,111,0.98326056,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.0c03430,Composite Polymer Electrolyte Incorporating Metal–Organic Framework Nanosheets with Improved Electrochemical Stability for All-Solid-State Li Metal Batteries,2020.0,111,0.97870509,,False,Overall Top Citation,2,Success (Sci-Hub)
10.31635/ccschem.020.202000257,Skeleton Engineering of Isostructural 2D Covalent Organic Frameworks: Orthoquinone Redox-Active Sites Enhanced Energy Storage,2020.0,111,0.96859941,,True,Overall Top Citation,2,Success (Crawling)
10.1016/j.ensm.2020.12.028,In situ fabricated ceramic/polymer hybrid electrolyte with vertically aligned structure for solid-state lithium batteries,2020.0,111,0.97181106,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsenergylett.1c02233,Heterostructured Gel Polymer Electrolyte Enabling Long-Cycle Quasi-Solid-State Lithium Metal Batteries,2021.0,111,0.98067799,,False,Overall Top Citation,2,Success (Crawling)
10.1002/aenm.202102348,Water‐Stable Sulfide Solid Electrolyte Membranes Directly Applicable in All‐Solid‐State Batteries Enabled by Superhydrophobic Li<sup>+</sup>‐Conducting Protection Layer,2021.0,111,0.98196826,,False,Overall Top Citation,2,Success (API)
10.1039/d2ee00842d,The quest for the holy grail of solid-state lithium batteries,2022.0,111,0.9894575,,False,Overall Top Citation,2,Success (Crawling)
10.1021/acsami.8b11244,LiI-Doped Sulfide Solid Electrolyte: Enabling a High-Capacity Slurry-Cast Electrode by Low-Temperature Post-Sintering for Practical All-Solid-State Lithium Batteries,2018.0,110,0.96304877,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adfm.201910749,Highly‐Cyclable Room‐Temperature Phosphorene Polymer Electrolyte Composites for Li Metal Batteries,2020.0,110,0.98025512,,True,Overall Top Citation,2,Success (API)
10.1021/jacs.0c10121,Micromechanism in All-Solid-State Alloy-Metal Batteries: Regulating Homogeneous Lithium Precipitation and Flexible Solid Electrolyte Interphase Evolution,2020.0,110,0.97533918,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/aenm.202100654,Influence of Crystallinity of Lithium Thiophosphate Solid Electrolytes on the Performance of Solid‐State Batteries,2021.0,110,0.98662604,,True,Overall Top Citation,2,Success (API)
10.1002/aenm.202101339,Highly Stable Quasi‐Solid‐State Lithium Metal Batteries: Reinforced Li<sub>1.3</sub>Al<sub>0.3</sub>Ti<sub>1.7</sub>(PO<sub>4</sub>)<sub>3</sub>/Li Interface by a Protection Interlayer,2021.0,110,0.98510242,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aenm.202101339,True,Overall Top Citation,2,Success (API)
10.1002/adfm.202203858,High Air Stability and Excellent Li Metal Compatibility of Argyrodite‐Based Electrolyte Enabling Superior All‐Solid‐State Li Metal Batteries,2022.0,110,0.98927523,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1002/adma.202206762,Stable Anode‐Free All‐Solid‐State Lithium Battery through Tuned Metal Wetting on the Copper Current Collector,2022.0,110,0.98915207,,True,Overall Top Citation,2,Success (API)
10.1021/acs.chemmater.6b04049,Li<sub>3</sub>Y(PS<sub>4</sub>)<sub>2</sub> and Li<sub>5</sub>PS<sub>4</sub>Cl<sub>2</sub>: New Lithium Superionic Conductors Predicted from Silver Thiophosphates using Efficiently Tiered Ab Initio Molecular Dynamics Simulations,2016.0,109,0.96978656,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1021/acsami.6b15305,Characterization of Sputter-Deposited LiCoO<sub>2</sub> Thin Film Grown on NASICON-type Electrolyte for Application in All-Solid-State Rechargeable Lithium Battery,2017.0,109,0.97479837,,False,Overall Top Citation,2,Success (Crawling)
10.1016/j.nanoen.2020.104889,A long-lasting dual-function electrolyte additive for stable lithium metal batteries,2020.0,109,0.98193583,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.06.092,Exploring interfacial stability of solid-state electrolytes at the lithium-metal anode surface,2018.0,108,0.95381319,,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.jpowsour.2018.08.016,Li7P3S11/poly(ethylene oxide) hybrid solid electrolytes with excellent interfacial compatibility for all-solid-state batteries,2018.0,108,0.96163648,,False,Overall Top Citation,2,Success (Sci-Hub)
10.1149/2.0961816jes,Slurry-Based Processing of Solid Electrolytes: A Comparative Binder Study,2018.0,108,0.91983801,http://jes.ecsdl.org/content/165/16/A3993.full.pdf,True,Overall Top Citation,2,Success (Sci-Hub)
10.1016/j.memsci.2019.01.051,PEO-based electrolytes blended with star polymers with precisely imprinted polymeric pseudo-crown ether cavities for alkali metal ion batteries,2019.0,108,0.97793159,,False,Overall Top Citation,2,Success (Sci-Hub)
